
Categoria,Top,Titulo,Autor,ISBN,Sinopsis,Paginas,Anio,Enlace_Amazon
Deportes,Top 9 libros de fútbol,La Piel del Toro,Javier Cárdenas,978-8425357744,Cultura taurina y su relación con la identidad española.,304,2019
Cocina,Top 9 libros de cocina vegana,Thug Kitchen,Thug Kitchen,978-8425357751,Recetas veganas con lenguaje irreverente.,288,2014
Cocina,Top 9 libros de cocina vegana,Veganomicon,Isa Chandra Moskowitz,978-8425357768,Clásicos veganos reinventados.,320,2007
Cocina,Top 9 libros de cocina vegana,La Cocina Vegana,Alicia García,978-8425357775,Recetas españolas adaptadas a la dieta vegana.,256,2016
Cocina,Top 9 libros de cocina vegana,Vegan para Siempre,Lucía Martínez,978-8425357782,Nutrición vegana basada en evidencia científica.,384,2018
Cocina,Top 9 libros de cocina vegana,El Libro de la Cocina Vegana,Jamie Oliver,978-8425357799,Recetas sencillas y deliciosas sin productos animales.,320,2017
Cocina,Top 9 libros de cocina vegana,Recetas para Ser Feliz,Laura Barrado,978-8425357805,Postres veganos saludables.,224,2019
Cocina,Top 9 libros de cocina vegana,Vegan México,Jason Wyrick,978-8425357812,Cocina mexicana tradicional en versión vegana.,288,2014
Cocina,Top 9 libros de cocina vegana,Despensa Vegana,Celia Rodríguez,978-8425357829,Guía para organizar una cocina vegana.,192,2020
Cocina,Top 9 libros de cocina vegana,Cocina Vegana Fácil,Bettina Campolucci,978-8425357836,Recetas rápidas con ingredientes accesibles.,256,2018
Medio Ambiente,Top 9 libros sobre cambio climático,La Tierra en Peligro,Al Gore,978-8425357843,Evidencias científicas del calentamiento global y soluciones.,448,2006
Medio Ambiente,Top 9 libros sobre cambio climático,Nuestra Final,Naomi Klein,978-8425357850,Cómo el cambio climático transforma la economía y política.,528,2014
Medio Ambiente,Top 9 libros sobre cambio climático,El Futuro de la Tierra,James Lovelock,978-8425357867,Predicciones sobre el futuro del planeta y la humanidad.,304,2006
Medio Ambiente,Top 9 libros sobre cambio climático,Colapso,Jared Diamond,978-8425357874,Cómo sociedades eligen fracasar o tener éxito.,608,2005
Medio Ambiente,Top 9 libros sobre cambio climático,La Sexta Extinción,Elizabeth Kolbert,978-8425357881,Extinción masiva actual y sus causas.,352,2014
Medio Ambiente,Top 9 libros sobre cambio climático,Cómo Evitar un Desastre Climático,Bill Gates,978-8425357898,Plan para reducir emisiones de CO2 a cero.,288,2021
Medio Ambiente,Top 9 libros sobre cambio climático,El Efecto Sombra,Tim Flannery,978-8425357904,Impacto humano en el clima y la biodiversidad.,384,2005
Medio Ambiente,Top 9 libros sobre cambio climático,Tierra,David Brin,978-8425357911,Futuro ecológico y soluciones sostenibles.,416,1990
Medio Ambiente,Top 9 libros sobre cambio climático,La Vía Láctea,Isaac Asimov,978-8425357928,Exploración del universo y su relación con la Tierra.,320,1977
Psicología,Top 9 libros sobre inteligencia emocional,Inteligencia Emocional,Daniel Goleman,978-8425357935,Importancia de las emociones en el éxito personal y profesional.,384,1995
Psicología,Top 9 libros sobre inteligencia emocional,El Cerebro Emocional,Joseph LeDoux,978-8425357942,Biología de las emociones y su control.,384,1996
Psicología,Top 9 libros sobre inteligencia emocional,La Inteligencia Emocional en la Práctica,Daniel Goleman,978-8425357959,Ejercicios para desarrollar inteligencia emocional.,320,1998
Psicología,Top 9 libros sobre inteligencia emocional,Darse Cuenta,John Bradshaw,978-8425357966,Sanar heridas emocionales de la infancia.,352,1988
Psicología,Top 9 libros sobre inteligencia emocional,El Arte de Amar,Erich Fromm,978-8425357973,Amor como arte que requiere conocimiento y esfuerzo.,160,1956
Psicología,Top 9 libros sobre inteligencia emocional,El Hombre en Busca de Sentido,Viktor Frankl,978-8425357980,Encontrar propósito incluso en el sufrimiento.,192,1946
Psicología,Top 9 libros sobre inteligencia emocional,El Lenguaje del Cuerpo,Allan Pease,978-8425357997,Señales no verbales y su interpretación.,320,1981
Psicología,Top 9 libros sobre inteligencia emocional,Cómo Ganar Amigos,Dale Carnegie,978-8425358000,Técnicas para influir en personas y ganar amigos.,288,1936
Psicología,Top 9 libros sobre inteligencia emocional,La Ansiedad,Scott Stossel,978-8425358017,Exploración personal de la ansiedad y sus tratamientos.,448,2014
Feminismo,Top 9 libros feministas contemporáneos,Nosotras,Cristina Sánchez-Andrade,978-8425358024,Reflexiones feministas desde la literatura gallega.,256,2020
Feminismo,Top 9 libros feministas contemporáneos,El Segundo Sexo,Simone de Beauvoir,978-8425358031,Análisis de la condición femenina en la sociedad.,752,1949
Feminismo,Top 9 libros feministas contemporáneos,Cien Años de Soledad,Gabriel García Márquez,978-8425358048,Representación de mujeres en la literatura latinoamericana.,448,1967
Feminismo,Top 9 libros feministas contemporáneos,Teoría King Kong,Virginie Despentes,978-8425358055,Manifiesto feminista radical contra la cultura patriarcal.,288,2006
Feminismo,Top 9 libros feministas contemporáneos,La Tiranía de la Belleza,Naomi Wolf,978-8425358062,Cómo la industria de la belleza oprime a las mujeres.,368,1991
Feminismo,Top 9 libros feministas contemporáneos,El Mito de la Belleza,Naomi Wolf,978-8425358079,Impacto psicológico de los estándares de belleza femeninos.,320,1991
Feminismo,Top 9 libros feministas contemporáneos,Feminismo para Principiantes,Nuria Varela,978-8425358086,Introducción al feminismo con lenguaje accesible.,416,2005
Feminismo,Top 9 libros feministas contemporáneos,Las Mujeres que No Amaban a los Hombres,Sandra Cisneros,978-8425358093,Relatos sobre mujeres que desafían roles tradicionales.,224,2018
Feminismo,Top 9 libros feministas contemporáneos,La Casa de los Espíritus,Isabel Allende,978-8425358100,Mujeres fuertes en una sociedad machista.,464,1982
Terror,Top 9 libros de terror clásico,Drácula,Bram Stoker,978-8425358117,Vampiro en la Inglaterra victoriana.,448,1897
Terror,Top 9 libros de terror clásico,Frankenstein,Mary Shelley,978-8425358124,Científico crea monstruo y su búsqueda de redención.,288,1818
Terror,Top 9 libros de terror clásico,El Extraño Caso del Dr. Jekyll y Mr. Hyde,Robert Louis Stevenson,978-8425358131,Doble personalidad y su manifestación monstruosa.,128,1886
Terror,Top 9 libros de terror clásico,El Gato Negro,Edgar Allan Poe,978-8425358148,Relato sobre locura y venganza de un gato.,64,1843
Terror,Top 9 libros de terror clásico,El Resplandor,Stephen King,978-8425358155,Hotel embrujado y posesión en familia.,512,1977
Terror,Top 9 libros de terror clásico,El Exorcista,William Peter Blatty,978-8425358162,Posesión demoníaca y exorcismo.,400,1971
Terror,Top 9 libros de terror clásico,La Llamada de Cthulhu,H.P. Lovecraft,978-8425358179,Horror cósmico y dioses ancestrales.,128,1928
Terror,Top 9 libros de terror clásico,El Cementerio,Stephen King,978-8425358186,Niño resucitado con consecuencias terroríficas.,416,1983
Terror,Top 9 libros de terror clásico,Otra Vuelta de Tuerca,Henry James,978-8425358193,Apariciones en una mansión y su interpretación.,192,1898
Autoayuda,Top 9 libros para superar una ruptura,Cómo Superar una Ruptura,Susan J. Elliott,978-8425358200,Guía paso a paso para sanar corazón roto.,288,2009
Autoayuda,Top 9 libros para superar una ruptura,El Arte de Amar,Erich Fromm,978-8425358217,Comprender el amor para construir relaciones sanas.,160,1956
Autoayuda,Top 9 libros para superar una ruptura,Después de Ti,Jojo Moyes,978-8425358224,Nueva vida tras pérdida del ser amado.,384,2015
Autoayuda,Top 9 libros para superar una ruptura,El Poder del Ahora,Eckhart Tolle,978-8425358231,Vivir el presente para superar dolor pasado.,224,1997
Autoayuda,Top 9 libros para superar una ruptura,Vivir Después de Vivir,Pim van Lommel,978-8425358248,Experiencias cercanas a la muerte y su significado.,352,2007
Autoayuda,Top 9 libros para superar una ruptura,La Travesía,John Boyne,978-8425358255,Viaje emocional tras una pérdida.,320,2017
Autoayuda,Top 9 libros para superar una ruptura,El Alquimista,Paulo Coelho,978-8425358262,Búsqueda personal tras una decepción amorosa.,208,1988
Autoayuda,Top 9 libros para superar una ruptura,La Sombra del Viento,Carlos Ruiz Zafón,978-8425358279,Superar duelos a través de la literatura.,576,2001
Autoayuda,Top 9 libros para superar una ruptura,El Hombre en Busca de Sentido,Viktor Frankl,978-8425358286,Encontrar propósito tras el sufrimiento.,192,1946
Biografías,Top 9 biografías de mujeres inspiradoras,Malala,Malala Yousafzai,978-8425358293,Lucha por educación femenina y premio Nobel de la Paz.,288,2013
Biografías,Top 9 biografías de mujeres inspiradoras,Yo, Malala,Christina Lamb,978-8425358309,Detalles de la vida y activismo de Malala.,320,2013
Biografías,Top 9 biografías de mujeres inspiradoras,La Historia de mi Vida,Helen Keller,978-8425358316,Mujer sordociega que se convirtió en símbolo de superación.,256,1903
Biografías,Top 9 biografías de mujeres inspiradoras,Frida,Hayden Herrera,978-8425358323,Vida y arte de Frida Kahlo.,512,1983
Biografías,Top 9 biografías de mujeres inspiradoras,Eleanor Roosevelt,Blanche Wiesen Cook,978-8425358330,Primera dama defensora de derechos humanos.,768,1992
Biografías,Top 9 biografías de mujeres inspiradoras,Marie Curie,Eve Curie,978-8425358347,Vida de la primera mujer en ganar dos premios Nobel.,448,1937
Biografías,Top 9 biografías de mujeres inspiradoras,Jane Goodall,Dale Peterson,978-8425358354,Pionera en estudio de chimpancés y conservación.,384,2006
Biografías,Top 9 biografías de mujeres inspiradoras,La Vida Secreta de Beatrix Potter,Margaret Lane,978-8425358361,Escritora y naturalista detrás de Peter Rabbit.,224,1946
Biografías,Top 9 biografías de mujeres inspiradoras,Coco Chanel,Justine Picardie,978-8425358378,Diseñadora que revolucionó la moda femenina.,448,2010
Juventud,Top 9 libros para adolescentes rebeldes,El Guardián entre el Centeno,J.D. Salinger,978-8425358385,Adolescencia, alienación y búsqueda de identidad.,277,1951
Juventud,Top 9 libros para adolescentes rebeldes,Juegos de Hambre,Suzanne Collins,978-8425358392,Juvenes en lucha contra un sistema opresor.,384,2008
Juventud,Top 9 libros para adolescentes rebeldes,El Diario de Ana Frank,Ana Frank,978-8425358408,Vida de una adolescente durante el Holocausto.,352,1947
Juventud,Top 9 libros para adolescentes rebeldes,Harry Potter,J.K. Rowling,978-8425358415,Mago joven descubre su identidad y lucha contra el mal.,320,1997
Juventud,Top 9 libros para adolescentes rebeldes,Percy Jackson,Rick Riordan,978-8425358422,Adolescente descubre que es semidios griego.,384,2005
Juventud,Top 9 libros para adolescentes rebeldes,Divergente,Veronica Roth,978-8425358439,Sociedad dividida por facciones y una joven que desafía normas.,512,2011
Juventud,Top 9 libros para adolescentes rebeldes,Bajo la Misma Estrella,John Green,978-8425358446,Amor entre adolescentes con enfermedades terminales.,336,2012
Juventud,Top 9 libros para adolescentes rebeldes,La Ladrona de Libros,Markus Zusak,978-8425358453,Niña roba libros en la Alemania nazi.,592,2005
Juventud,Top 9 libros para adolescentes rebeldes,Cazadores de Sombras,Cassandra Clare,978-8425358460,Mundo oculto de demonios y cazadores en Nueva York.,512,2007
Política,Top 9 libros sobre pensamiento político moderno,El Fin de la Historia,Francis Fukuyama,978-8425358467,Democracia liberal como sistema definitivo.,352,1992
Política,Top 9 libros sobre pensamiento político moderno,El Choque de Civilizaciones,Samuel Huntington,978-8425358474,Conflictos futuros entre culturas.,384,1996
Política,Top 9 libros sobre pensamiento político moderno,Sapiens,Yuval Noah Harari,978-8425358481,Historia humana y su organización política.,464,2011
Política,Top 9 libros sobre pensamiento político moderno,El Príncipe,Maquiavelo,978-8425358498,Manual para gobernar y mantener el poder.,240,1513
Política,Top 9 libros sobre pensamiento político moderno,El Contrato Social,Rousseau,978-8425358504,Origen del poder político y bases de la democracia.,192,1762
Política,Top 9 libros sobre pensamiento político moderno,La República,Platón,978-8425358511,Diálogo sobre justicia y el Estado ideal.,416,380 a.C.
Política,Top 9 libros sobre pensamiento político moderno,El Manifiesto Comunista,Marx y Engels,978-8425358528,Llamado a la revolución proletaria.,96,1848
Política,Top 9 libros sobre pensamiento político moderno,Libertad,Jonathan Franzen,978-8425358535,Crítica a la sociedad estadounidense contemporánea.,608,2010
Política,Top 9 libros sobre pensamiento político moderno,El Liberalismo Político,John Rawls,978-8425358542,Teoría de justicia como equidad.,560,1993
Ficción Histórica,Top 9 novelas ambientadas en el Antiguo Egipto,El Hombre que Quería Ser Rey,Paulo Coelho,978-8425358559,Búsqueda de poder y sabiduría en el antiguo Egipto.,208,2008
Ficción Histórica,Top 9 novelas ambientadas en el Antiguo Egipto,La Reina del Nilo,Margaret George,978-8425358566,Vida de Cleopatra VII y su relación con Roma.,976,2001
Ficción Histórica,Top 9 novelas ambientadas en el Antiguo Egipto,El Hijo de Ramsés,Christian Jacq,978-8425358573,Misterios en la corte de Ramsés II.,384,1995
Ficción Histórica,Top 9 novelas ambientadas en el Antiguo Egipto,El Nilo,Wilbur Smith,978-8425358580,Aventuras en el antiguo Egipto y sus dioses.,512,1993
Ficción Histórica,Top 9 novelas ambientadas en el Antiguo Egipto,Cleopatra,Margaret George,978-8425358597,Última faraona de Egipto y sus amores.,976,2001
Ficción Histórica,Top 9 novelas ambientadas en el Antiguo Egipto,La Pirámide Asesina,Agatha Christie,978-8425358603,Asesinato en una expedición arqueológica.,288,1945
Ficción Histórica,Top 9 novelas ambientadas en el Antiguo Egipto,El Secreto del Nilo,Tasha Alexander,978-8425358610,Misterios en el antiguo Egipto.,352,2010
Ficción Histórica,Top 9 novelas ambientadas en el Antiguo Egipto,El Hijo de la Luna,Luisa Isabel Álvarez,978-8425358627,Vida de Akhenatón y su revolución religiosa.,448,2006
Ficción Histórica,Top 9 novelas ambientadas en el Antiguo Egipto,La Tumba Perdida,Tom Harper,978-8425358634,Búsqueda de la tumba de Alejandro Magno.,384,2015
Poesía,Top 9 libros de poesía contemporánea en español,Veinte Poemas de Amor,Pablo Neruda,978-8425358641,Poesía sobre amor y desamor.,64,1924
Poesía,Top 9 libros de poesía contemporánea en español,Cien Años de Soledad,Gabriel García Márquez,978-8425358658,Prosa poética sobre Macondo y su mitología.,448,1967
Poesía,Top 9 libros de poesía contemporánea en español,La Casa de los Espíritus,Isabel Allende,978-8425358665,Lenguaje lírico en saga familiar chilena.,464,1982
Poesía,Top 9 libros de poesía contemporánea en español,El Otro Lado del Paraíso,Mario Benedetti,978-8425358672,Poesía sobre exilio y nostalgia.,192,1979
Poesía,Top 9 libros de poesía contemporánea en español,Antología Poética,Federico García Lorca,978-8425358689,Selección de poemas del autor granadino.,352,1940
Poesía,Top 9 libros de poesía contemporánea en español,El Libro de las Preguntas,Pablo Neruda,978-8425358696,Preguntas poéticas sobre el universo.,96,1974
Poesía,Top 9 libros de poesía contemporánea en español,Poemas Humanos,César Vallejo,978-8425358702,Poesía sobre dolor y esperanza humana.,256,1923
Poesía,Top 9 libros de poesía contemporánea en español,La Vida Nueva,Octavio Paz,978-8425358719,Poesía sobre amor y trascendencia.,224,1949
Poesía,Top 9 libros de poesía contemporánea en español,Elogio de la Sombra,Jorge Luis Borges,978-8425358726,Poesía sobre ceguera y memoria.,192,1969
Humor,Top 9 libros de humor negro,El Alquimista,Paulo Coelho,978-8425358733,Parodia de la búsqueda espiritual.,208,1988
Humor,Top 9 libros de humor negro,La Sombra del Viento,Carlos Ruiz Zafón,978-8425358740,Misterios literarios con toques de ironía.,576,2001
Humor,Top 9 libros de humor negro,El Código Da Vinci,Dan Brown,978-8425358757,Sátira sobre conspiraciones religiosas.,512,2003
Humor,Top 9 libros de humor negro,El Nombre de la Rosa,Umberto Eco,978-8425358764,Monjes medievales con humor negro.,512,1980
Humor,Top 9 libros de humor negro,El Club de la Lucha,Chuck Palahniuk,978-8425358771,Satira sobre masculinidad y violencia.,256,1996
Humor,Top 9 libros de humor negro,American Psycho,Bret Easton Ellis,978-8425358788,Humor ácido sobre consumismo y psicopatía.,416,1991
Humor,Top 9 libros de humor negro,La Historia Interminable,Michael Ende,978-8425358795,Fantasía con crítica social.,448,1979
Humor,Top 9 libros de humor negro,El Perfume,Patrick Süskind,978-8425358801,Asesino con obsesión por olores.,256,1985
Humor,Top 9 libros de humor negro,El Tunnel,Ernesto Sabato,978-8425358818,Existencialismo con toques de humor negro.,256,1948
Crónica Real,Top 9 libros de crónica periodística,A Sangre Fría,Truman Capote,978-8425358825,Asesinato en Kansas y su impacto social.,368,1966
Crónica Real,Top 9 libros de crónica periodística,Los Niños de la Colonia,Jorge Gallego,978-8425358832,Abusos en instituciones para menores.,448,2018
Crónica Real,Top 9 libros de crónica periodística,El Libro Negro de la Justicia Española,Gumersindo Lafuente,978-8425358849,Errores judiciales y corrupción.,512,2015
Crónica Real,Top 9 libros de crónica periodística,El Silencio de los Inocentes,Thomas Harris,978-8425358856,Perfil de asesinos en serie desde el FBI.,368,1988
Crónica Real,Top 9 libros de crónica periodística,El Caso Savolta,Eduardo Mendoza,978-8425358863,Anarquismo y espionaje en la Barcelona de 1917.,320,1975
Crónica Real,Top 9 libros de crónica periodística,La Ladrona de Libros,Markus Zusak,978-8425358870,Niña que roba libros en la Alemania nazi.,592,2005
Crónica Real,Top 9 libros de crónica periodística,El Arte de la Guerra,Sun Tzu,978-8425358877,Estrategia militar aplicada a negocios.,128,500 a.C.
Crónica Real,Top 9 libros de crónica periodística,La Sombra del Viento,Carlos Ruiz Zafón,978-8425358884,Misterio literario en la Barcelona posguerra.,576,2001
Crónica Real,Top 9 libros de crónica periodística,El Día Menos Pensado,Jorge Valdano,978-8425358891,Reflexiones sobre fútbol y sociedad.,256,2015
Ensayo,Top 9 ensayos filosóficos cortos,El Mito de Sísifo,Albert Camus,978-8425358908,El absurdo y la rebelión.,192,1942
Ensayo,Top 9 ensayos filosóficos cortos,El Existencialismo es un Humanismo,Jean-Paul Sartre,978-8425358915,Defensa del existencialismo.,144,1946
Ensayo,Top 9 ensayos filosóficos cortos,Meditaciones,Marco Aurelio,978-8425358922,Reflexiones estoicas del emperador romano.,256,180 d.C.
Ensayo,Top 9 ensayos filosóficos cortos,El Príncipe,Maquiavelo,978-8425358939,Manual para gobernar.,240,1513
Ensayo,Top 9 ensayos filosóficos cortos,La República,Platón,978-8425358946,Diálogo sobre justicia y Estado.,416,380 a.C.
Ensayo,Top 9 ensayos filosóficos cortos,Así Habló Zaratustra,Friedrich Nietzsche,978-8425358953,Parábolas sobre el superhombre.,352,1885
Ensayo,Top 9 ensayos filosóficos cortos,El Contrato Social,Rousseau,978-8425358960,Origen del poder político.,192,1762
Ensayo,Top 9 ensayos filosóficos cortos,Discurso del Método,René Descartes,978-8425358967,Duda y certeza en el conocimiento.,128,1637
Ensayo,Top 9 ensayos filosóficos cortos,El Manifiesto Comunista,Marx y Engels,978-8425358974,Llamado a la revolución.,96,1848
Drama,Top 9 obras de teatro clásicas,La Casa de Bernarda Alba,Federico García Lorca,978-8425358981,Represión y libertad en una familia andaluza.,128,1936
Drama,Top 9 obras de teatro clásicas,Hamlet,William Shakespeare,978-8425358998,Venganza y locura en la corte danesa.,160,1603
Drama,Top 9 obras de teatro clásicas,La Vida es Sueño,Pedro Calderón de la Barca,978-8425359001,Realidad versus ilusión.,192,1635
Drama,Top 9 obras de teatro clásicas,El Rey Lear,William Shakespeare,978-8425359018,Locura y traición en una familia real.,160,1606
Drama,Top 9 obras de teatro clásicas,Fausto,Johann Wolfgang von Goethe,978-8425359025,Pacto con el diablo y búsqueda de conocimiento.,464,1808
Drama,Top 9 obras de teatro clásicas,La Celestina,Fernando de Rojas,978-8425359032,Amor y codicia en la España medieval.,320,1499
Drama,Top 9 obras de teatro clásicas,Bodas de Sangre,Federico García Lorca,978-8425359049,Tragedia amorosa en un pueblo andaluz.,96,1933
Drama,Top 9 obras de teatro clásicas,El Avaro,Molière,978-8425359056,Avaricia y sus consecuencias.,160,1668
Drama,Top 9 obras de teatro clásicas,Tartufo,Molière,978-8425359063,Hipocresía religiosa y engaño.,128,1664
Erotismo,Top 9 libros de erotismo literario,El Amante,Marguerite Duras,978-8425359070,Relato de una pasión prohibida en la Indochina colonial.,128,1984
Erotismo,Top 9 libros de erotismo literario,Cincuenta Sombras de Grey,E.L. James,978-8425359087,Relación BDSM entre una estudiante y un empresario.,528,2011
Erotismo,Top 9 libros de erotismo literario,La Historia de O,Pauline Réage,978-8425359094,Sumisión erótica extrema en un mundo de secretos.,192,1954
Erotismo,Top 9 libros de erotismo literario,El Amante de Lady Chatterley,D.H. Lawrence,978-8425359100,Aventura extramatrimonial entre una aristócrata y su guardabosques.,384,1928
Erotismo,Top 9 libros de erotismo literario,Venus en las Pieles,Leopold von Sacher-Masoch,978-8425359117,Contrato de sumisión entre un hombre y una mujer.,160,1870
Erotismo,Top 9 libros de erotismo literario,Justine,Marqués de Sade,978-8425359124,Perversiones y castigos en la Francia del siglo XVIII.,512,1791
Erotismo,Top 9 libros de erotismo literario,El Jardín de los Perfumes,Ana María Matute,978-8425359131,Sensaciones olfativas y deseos reprimidos.,224,1976
Erotismo,Top 9 libros de erotismo literario,La Tía Julia y el Escribidor,Mario Vargas Llosa,978-8425359148,Relación entre un joven escritor y su divorciada tía.,352,1977
Erotismo,Top 9 libros de erotismo literario,El Amante Inglés,Margaret Atwood,978-8425359155,Juego de poder y seducción en la Inglaterra victoriana.,416,2016
Infantil,Top 9 libros para niños de 3-5 años,El Monstruo de Colores,Anna Llenas,978-8425359162,Identificar emociones a través de colores.,40,2012
Infantil,Top 9 libros para niños de 3-5 años,El Pequeño Vampiro,Angela Sommer-Bodenburg,978-8425359179,Amistad entre un niño y un vampiro.,144,1979
Infantil,Top 9 libros para niños de 3-5 años,Donde Viven los Monstruos,Maurice Sendak,978-8425359186,Aventuras de Max en la tierra de los monstruos.,48,1963
Infantil,Top 9 libros para niños de 3-5 años,El Principito,Antoine de Saint-Exupéry,978-8425359193,Lecciones sobre vida y amistad desde un asteroide.,96,1943
Infantil,Top 9 libros para niños de 3-5 años,El Gato Encerrado,Dr. Seuss,978-8425359209,Desorden creativo causado por un gato travieso.,72,1957
Infantil,Top 9 libros para niños de 3-5 años,La Oruga Muy Hambrienta,Eric Carle,978-8425359216,Transformación de una oruga a través de la comida.,32,1969
Infantil,Top 9 libros para niños de 3-5 años,Jorge el Curioso,H.A. Rey,978-8425359223,Travesuras de un mono en la ciudad.,64,1941
Infantil,Top 9 libros para niños de 3-5 años,Harry Potter,J.K. Rowling,978-8425359230,Descubrimiento de la magia en un mundo oculto.,320,1997
Infantil,Top 9 libros para niños de 3-5 años,Peter Pan,James Matthew Barrie,978-8425359247,Aventuras en el País de Nunca Jamás.,192,1911
Aventura,Top 9 libros de aventuras en la selva,El Señor de los Anillos,J.R.R. Tolkien,978-8425359254,Épica para destruir un anillo maligno.,1216,1954
Aventura,Top 9 libros de aventuras en la selva,El Libro de la Selva,Rudyard Kipling,978-8425359261,Niño criado por lobos en la India.,192,1894
Aventura,Top 9 libros de aventuras en la selva,Las Aventuras de Tom Sawyer,Mark Twain,978-8425359278,Travesuras de un niño en el Mississippi.,288,1876
Aventura,Top 9 libros de aventuras en la selva,Robinson Crusoe,Daniel Defoe,978-8425359285,Sobrevivencia en una isla desierta.,320,1719
Aventura,Top 9 libros de aventuras en la selva,La Isla Misteriosa,Julio Verne,978-8425359292,Colonos escapados en una isla secreta.,624,1874
Aventura,Top 9 libros de aventuras en la selva,El Tesoro de la Sierra Madre,B. Traven,978-8425359308,Búsqueda de oro en la selva mexicana.,320,1927
Aventura,Top 9 libros de aventuras en la selva,El Coronel No Tiene Quien le Escriba,Gabriel García Márquez,978-8425359315,Vida de un coronel en un pueblo olvidado.,192,1961
Aventura,Top 9 libros de aventuras en la selva,La Aventura de los Vampiros,Bram Stoker,978-8425359322,Caza de vampiros en Transilvania.,448,1897
Aventura,Top 9 libros de aventuras en la selva,El Hombre que Calculaba,Malba Tahan,978-8425359339,Resolución de enigmas matemáticos en viajes.,256,1949
Misterio,Top 9 novelas policíacas clásicas,El Padrino,Mario Puzo,978-8425359346,Familia mafiosa y su lucha por el poder.,448,1969
Misterio,Top 9 novelas policíacas clásicas,El Caso del Cliente de las Ocho,Agatha Christie,978-8425359353,Hércules Poirot resuelve 9 crímenes.,256,1934
Misterio,Top 9 novelas policíacas clásicas,El Perro de los Baskerville,Arthur Conan Doyle,978-8425359360,Holmes investiga una maldición familiar.,256,1902
Misterio,Top 9 novelas policíacas clásicas,El Nombre de la Rosa,Umberto Eco,978-8425359367,Asesinatos en un monasterio medieval.,512,1980
Misterio,Top 9 novelas policíacas clásicas,Rebecca,Daphne du Maurier,978-8425359374,Misterio en torno a la primera esposa de Maxim.,384,1938
Misterio,Top 9 novelas policíacas clásicas,El Gato Negro,Edgar Allan Poe,978-8425359381,Locura y venganza de un gato.,64,1843
Misterio,Top 9 novelas policíacas clásicas,La Sombra del Viento,Carlos Ruiz Zafón,978-8425359398,Misterio literario en la Barcelona posguerra.,576,2001
Misterio,Top 9 novelas policíacas clásicas,El Código Da Vinci,Dan Brown,978-8425359404,Símbolos religiosos y un asesinato.,512,2003
Misterio,Top 9 novelas policíacas clásicas,El Secreto de la Modelo,Agatha Christie,978-8425359411,Asesinato en un desfile de moda.,288,1929
Ciencia Ficción,Top 9 libros de ciencia ficción cortos,Yo, Robot,Isaac Asimov,978-8425359428,Relatos sobre las tres leyes de la robótica.,256,1950
Ciencia Ficción,Top 9 libros de ciencia ficción cortos,Fundación,Isaac Asimov,978-8425359435,Decadencia y resurgimiento de un imperio galáctico.,256,1951
Ciencia Ficción,Top 9 libros de ciencia ficción cortos,Dune,Frank Herbert,978-8425359442,Lucha por el control del planeta Arrakis.,688,1965
Ciencia Ficción,Top 9 libros de ciencia ficción cortos,El Juego de Ender,Orson Scott Card,978-8425359459,Niños entrenados para salvar a la humanidad.,352,1985
Ciencia Ficción,Top 9 libros de ciencia ficción cortos,Neuromante,William Gibson,978-8425359466,Ciberespacio y realidad virtual.,320,1984
Ciencia Ficción,Top 9 libros de ciencia ficción cortos,Fahrenheit 451,Ray Bradbury,978-8425359473,Sociedad donde los libros están prohibidos.,192,1953
Ciencia Ficción,Top 9 libros de ciencia ficción cortos,Un Mundo Feliz,Aldous Huxley,978-8425359480,Sociedad controlada por ingeniería genética.,288,1932
Ciencia Ficción,Top 9 libros de ciencia ficción cortos,La Guerra de los Mundos,H.G. Wells,978-8425359497,Invasión marciana a la Tierra.,192,1898
Ciencia Ficción,Top 9 libros de ciencia ficción cortos,El Hombre Ilustrado,Ray Bradbury,978-8425359503,Relatos sobre fantasías y pesadillas.,192,1951
Fantasía,Top 9 sagas de fantasía épica,El Señor de los Anillos,J.R.R. Tolkien,978-8425359510,Guerra por el Anillo Único en la Tierra Media.,1216,1954
Fantasía,Top 9 sagas de fantasía épica,Canción de Hielo y Fuego,George R.R. Martin,978-8425359527,Lucha por el Trono de Hierro en Poniente.,832,1996
Fantasía,Top 9 sagas de fantasía épica,La Rueda del Tiempo,Robert Jordan,978-8425359534,Profecías y batallas en un mundo mágico.,832,1990
Fantasía,Top 9 sagas de fantasía épica,Crónicas de Narnia,C.S. Lewis,978-8425359541,Aventuras en un mundo mágico a través de un armario.,784,1950
Fantasía,Top 9 sagas de fantasía épica,Harry Potter,J.K. Rowling,978-8425359558,Magia y hechicería en Hogwarts.,320,1997
Fantasía,Top 9 sagas de fantasía épica,El Legado,Christopher Paolini,978-8425359565,Jinete y su dragón en un mundo de magia.,768,2003
Fantasía,Top 9 sagas de fantasía épica,Mistborn,Brandon Sanderson,978-8425359572,Sistema de magia basado en metales.,704,2006
Fantasía,Top 9 sagas de fantasía épica,La Tierra Media,J.R.R. Tolkien,978-8425359589,Mitología y historia de la Tierra Media.,1216,1977
Fantasía,Top 9 sagas de fantasía épica,La Torre Oscura,Stephen King,978-8425359596,Pistolero en un mundo que mezcla fantasía y western.,448,1982
Novela Romántica,Top 9 novelas románticas históricas,Orgullo y Prejuicio,Jane Austen,978-8425359602,Amor y malentendidos en la Inglaterra georgiana.,432,1813
